Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,Method Description,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
2/7/2021,AQS,170830117,3,4.6,ug/m3 LC,26,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
2/8/2021,AQS,170830117,3,7.6,ug/m3 LC,42,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
2/12/2021,AQS,170830117,3,10.7,ug/m3 LC,54,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
2/13/2021,AQS,170830117,3,8.3,ug/m3 LC,46,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
2/14/2021,AQS,170830117,3,11.9,ug/m3 LC,56,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
2/15/2021,AQS,170830117,3,6.1,ug/m3 LC,34,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
2/16/2021,AQS,170830117,3,6.3,ug/m3 LC,35,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
2/17/2021,AQS,170830117,3,10.9,ug/m3 LC,54,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
2/18/2021,AQS,170830117,3,10.2,ug/m3 LC,53,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
2/19/2021,AQS,170830117,3,13.5,ug/m3 LC,59,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
